1	0.6028
2	2.1115
3	3.5178
4	2.5306
5	1.8598
6	3.1933
7	3.4692
8	6.4316
9	3.5828
10	5.3791
11	3.9206
12	3.0998	Unexpected token: "withdraw"
13	1.7964
14	0.7542
15	1.3550
16	0.8732
17	7.5998
18	3.8883
19	6.5901
20	2.0713
21	1.7212
22	3.2655
23	5.7732
24	0.1862
25	8.4477
26	9.6565
27	1.2560
28	0.3993
29	3.0399
30	0.9293
31	0.9015
32	4.3712
33	4.4187
34	0.3722
35	4.5791
36	6.2469
37	4.2533
38	4.6342
39	0.1102
40	1.4707
41	2.4770
42	3.6811
43	0.7491
44	0.4168
45	0.8902
46	3.3982
47	6.0291
48	6.4839
49	4.6560
50	8.5305
51	1.8113
52	3.3092
53	0.8578
54	7.4467
55	1.2435
56	0.1465
57	0.2982
58	5.7264
59	7.7312
60	6.8352
61	2.4366
62	0.4150
63	1.2635
64	1.3286
65	19.5004
66	3.7098
67	2.6831
68	3.9111	Unexpected token: "should"
69	0.3460
70	2.8363
71	6.8822
72	3.6299
73	0.0633
74	0.8036
75	9.5431
76	2.6604
77	4.5112
78	1.1310
79	0.3260
80	8.3892
81	1.4250
82	0.7249
83	0.5830
84	2.3711
85	3.2706
86	0.0310
87	2.3601
88	4.9664
89	8.0149
90	0.0332
91	1.3498
92	1.8389
93	2.0361
94	1.8895
95	3.3496
96	0.0186
97	2.4003
98	0.7172
99	1.2460
100	2.9743
101	0.6525
102	2.6585
103	1.1876
104	0.1451
105	4.2298
106	4.1878
107	4.4253
108	1.9439
109	4.3456
110	7.5123
111	1.8078	Unexpected token: "is"
112	3.2410
113	1.3743
114	16.1114
115	1.6253
116	2.4438
117	9.9344
118	13.8861
119	1.8331
120	4.9685
121	7.3734
122	4.3574
123	0.1283
124	3.3255
125	8.3973
126	3.5456
127	2.5696
128	1.7757
129	4.6702
130	3.2563
131	0.9129	Unexpected token: """
132	4.4069
133	6.8628
134	5.9626
135	0.3189
136	0.0266
137	9.0249
138	0.0868	Unexpected token: ":"
139	1.3781
140	11.1559
141	0.0868	Unexpected token: "..."
142	2.1270
143	2.6370
144	5.5556
145	7.7718
146	1.4326
147	2.5272
